日,時,分,區,死,受傷,事故類型及型態,受傷程度,駕駛資格情形,飲酒情形,肇事逃逸,事故類別
18,8,35,大肚區,0,0,,,1,1,1,3
18,8,48,大肚區,0,1,14,3,1,2,1,2
18,8,50,太平區,0,1,17,2,8,2,1,2
18,8,53,西區,0,0,,,1,1,1,3
18,8,55,大甲區,0,0,,,1,1,1,3
18,8,56,西屯區,0,0,,,1,2,1,3
18,8,57,北屯區,0,1,17,3,1,2,1,2
18,9,5,大肚區,0,2,13,2,1,2,1,2
18,9,7,北屯區,0,0,,,1,1,1,3
18,9,10,東區,0,2,13,2,1,2,1,2
18,9,20,太平區,0,0,,,1,2,1,3
18,9,28,西屯區,0,1,10,3,1,1,1,2
18,9,31,沙鹿區,0,1,17,3,1,2,1,2
18,9,46,西屯區,0,1,13,3,1,2,1,2
18,9,47,烏日區,0,0,,,1,2,1,3
18,9,49,北屯區,0,1,16,2,1,2,1,2
18,9,50,梧棲區,0,0,,,1,2,1,3
18,9,53,豐原區,0,0,,,1,2,1,3
18,9,54,北屯區,0,0,,,1,1,1,3
18,9,55,南區,0,0,,,1,1,1,3
18,9,57,南區,0,1,17,3,1,2,1,2
18,10,2,潭子區,0,2,3,2,1,2,1,2
18,10,5,太平區,0,1,16,2,3,2,1,2
18,10,6,沙鹿區,0,2,17,2,1,2,1,2
18,10,16,北區,0,0,,,1,1,1,3
18,10,16,西屯區,0,0,,,1,1,1,3
18,10,33,南區,0,0,,,1,2,1,3
18,10,34,南屯區,0,0,,,1,11,1,3
18,10,35,沙鹿區,0,1,16,3,1,2,1,2
18,10,40,烏日區,0,0,,,1,2,1,3
18,10,41,北區,0,0,,,1,2,1,3
18,10,41,豐原區,0,0,,,1,2,1,3
18,10,43,豐原區,0,0,,,,,1,3
18,10,45,大雅區,0,1,16,2,1,2,1,2
18,10,45,西區,0,1,16,2,1,2,1,2
18,10,52,烏日區,0,1,16,3,1,2,1,2
18,10,54,梧棲區,0,0,,,1,2,1,3
18,10,55,中區,0,0,,,1,2,1,3
18,10,58,大甲區,0,2,12,2,1,2,1,2
18,10,59,豐原區,0,0,,,1,2,1,3
18,11,0,神岡區,0,0,,,1,1,1,3
18,11,3,南區,0,0,13,,1,2,1,3
18,11,6,西屯區,0,1,12,3,1,2,1,2
18,11,7,豐原區,0,0,,,1,2,1,3
18,11,8,北屯區,0,0,,,1,2,1,3
18,11,12,北區,0,2,13,2,1,2,1,2
18,11,15,西區,0,1,16,3,1,2,1,2
18,11,28,神岡區,0,0,,,1,2,1,3
18,11,29,外埔區,0,1,15,3,1,2,1,2
18,11,31,北屯區,0,1,17,3,1,2,1,2
18,11,32,梧棲區,0,0,,,1,2,1,3
18,11,37,南屯區,0,0,,,1,2,1,3
18,11,43,北屯區,0,2,16,2,1,2,1,2
18,11,45,北屯區,0,1,16,3,1,2,1,2
18,11,45,大里區,0,1,11,2,1,2,1,2
18,11,49,北屯區,0,1,17,2,1,2,1,2
18,11,51,北屯區,0,2,16,2,1,2,1,2
18,11,56,大甲區,0,1,15,3,1,2,1,2
18,12,0,南屯區,0,0,,,1,1,1,3
18,12,5,西區,0,0,,,1,1,1,4
18,12,8,北屯區,0,0,,,1,2,1,3
18,12,8,外埔區,0,2,12,2,1,2,1,2
18,12,15,西區,0,3,10,2,2,2,1,2
18,12,22,北屯區,0,1,16,3,1,2,1,2
18,12,28,大里區,0,2,16,3,1,2,1,2
18,12,29,潭子區,0,0,,,1,2,1,3
18,12,30,潭子區,0,0,,,1,1,1,3
18,12,30,西區,0,3,9,2,1,2,1,2
18,12,30,北屯區,0,0,,,1,1,1,3
18,12,31,西屯區,0,0,,,1,1,1,3
18,12,33,東勢區,0,0,,,1,2,1,3
18,12,45,北區,0,0,,,1,2,1,3
18,13,3,潭子區,0,0,,,1,2,1,3
18,13,5,烏日區,0,2,17,3,1,2,1,2
18,13,14,豐原區,0,0,,,1,2,1,3
18,13,15,西區,0,0,,,1,1,1,4
18,13,24,北屯區,0,0,,,1,1,1,3
18,13,29,北屯區,0,3,10,2,1,2,1,2
18,13,30,烏日區,0,0,,,1,2,1,3
18,13,41,神岡區,0,0,,,1,2,1,3
18,13,43,神岡區,0,1,16,3,1,2,1,2
18,13,44,北屯區,0,2,12,2,8,2,1,2
18,13,52,龍井區,0,0,,,1,1,1,3
18,14,5,北屯區,0,0,,,,,1,3
18,14,7,北區,0,0,,,1,1,1,3
18,14,10,西區,0,1,16,3,1,2,1,2
18,14,10,北屯區,0,0,,,1,1,1,3
18,14,12,西屯區,0,1,13,2,1,2,1,2
18,14,13,烏日區,0,0,,,1,2,1,3
18,14,20,新社區,0,1,13,3,1,2,1,2
18,14,21,北區,0,0,,,1,2,1,3
18,14,25,太平區,0,1,16,2,1,2,1,2
18,14,31,西屯區,0,1,18,3,1,2,1,2
18,14,34,西區,0,2,16,2,1,2,1,2
18,14,34,北屯區,0,0,,,1,1,1,3
18,14,36,西區,0,0,,,1,1,1,3
18,14,37,西區,0,1,16,3,1,2,1,2
18,14,41,北屯區,0,1,16,3,1,2,1,2
18,14,42,北屯區,0,1,15,3,1,2,1,2
18,14,46,北屯區,0,1,16,2,1,2,1,2
18,14,46,西屯區,0,0,,,1,1,1,3
18,14,49,北屯區,0,0,,,1,1,1,3
18,14,50,南屯區,0,0,,,1,1,1,3
18,14,54,神岡區,0,0,,,1,1,1,3
18,15,0,南屯區,0,1,13,2,1,2,1,2
18,15,5,清水區,0,0,,,1,2,1,3
18,15,5,石岡區,0,1,16,3,1,2,1,2
18,15,10,北屯區,0,0,,,1,1,1,3
18,15,10,霧峰區,0,1,11,2,1,2,1,2
18,15,10,梧棲區,0,0,,,1,2,1,3
18,15,10,神岡區,0,0,,,1,2,1,3
18,15,12,大里區,0,0,,,1,2,1,3
18,15,19,潭子區,0,1,18,2,1,2,1,2
18,15,20,龍井區,0,1,16,3,1,2,1,2
18,15,27,大雅區,0,1,16,3,1,2,1,2
18,15,30,北屯區,0,0,,,1,1,1,3
18,15,30,烏日區,0,0,,,1,2,1,3
18,15,40,和平區,0,0,11,3,1,3,1,3
18,15,45,神岡區,0,0,,,1,2,1,3
18,15,47,西屯區,0,0,,,1,1,1,3
18,15,52,南區,0,1,13,2,1,2,1,2
18,15,54,大雅區,0,3,17,2,1,2,1,2
18,16,0,潭子區,0,2,15,2,3,2,1,2
18,16,0,西區,0,0,,,1,1,1,3
18,16,2,西屯區,0,1,2,3,1,2,1,2
18,16,2,外埔區,0,0,,,1,2,1,3
18,16,11,北區,0,1,17,3,1,2,1,2
18,16,12,豐原區,0,0,,,,,1,3
18,16,20,沙鹿區,0,0,,,1,2,1,3
18,16,28,南屯區,0,3,12,2,1,2,1,2
18,16,29,西屯區,0,1,17,3,4,9,1,2
18,16,30,大雅區,0,2,13,2,1,2,1,2
18,16,45,北屯區,0,2,10,2,8,2,1,2
18,16,48,西屯區,0,1,16,3,1,1,1,2
18,16,50,西區,0,0,,,,,1,3
18,16,50,西區,0,5,17,2,1,2,1,2
18,16,50,大里區,0,0,,,8,2,1,3
18,16,55,西屯區,0,1,12,3,1,2,1,2
18,16,55,東勢區,0,0,,,1,2,1,3
18,17,0,北區,0,0,,,1,2,1,3
18,17,0,豐原區,0,1,16,3,1,2,1,2
18,17,4,西區,0,1,16,3,1,2,1,2
18,17,8,北區,0,0,,,5,1,1,3
18,17,11,清水區,0,1,16,3,1,2,1,2
18,17,15,豐原區,0,0,,,,,1,3
18,17,18,北屯區,0,0,,,1,1,1,3
18,17,24,北屯區,0,1,16,3,1,2,1,2
18,17,29,東區,0,0,,,1,2,1,3
18,17,29,北屯區,0,1,16,3,1,2,1,2
18,17,30,北屯區,0,1,13,2,8,2,1,2
18,17,32,西區,0,0,17,5,8,2,1,2
18,17,35,北屯區,0,0,,,1,2,1,3
18,17,40,東區,0,0,14,,1,2,1,3
18,17,44,后里區,0,0,,,1,1,1,3
18,17,50,大里區,0,0,,,1,2,1,3
18,17,50,烏日區,0,1,17,3,1,2,1,2
18,17,58,大雅區,0,0,,,1,2,1,3
18,17,58,北屯區,0,2,15,2,1,2,1,2
18,18,0,北區,0,0,,,1,1,1,3
18,18,6,西屯區,0,0,,,1,2,1,3
18,18,10,北區,0,0,,,1,1,1,3
18,18,23,霧峰區,0,1,11,2,1,2,1,2
18,18,24,龍井區,0,0,,,1,2,1,3
18,18,25,北屯區,0,1,16,3,1,2,1,2
18,18,30,南區,0,0,,,1,2,1,3
18,18,38,大里區,0,1,13,2,1,2,1,2
18,18,54,西屯區,0,1,16,3,3,1,1,2
18,19,8,新社區,0,2,12,2,1,2,1,2
18,19,9,豐原區,0,0,,,1,2,1,3
18,19,16,西屯區,0,1,16,2,1,2,1,2
18,19,20,西屯區,0,0,,,1,2,1,3
18,19,26,大甲區,0,0,,,1,2,1,3
18,19,29,大肚區,0,0,,,1,2,1,3
18,19,38,西屯區,0,0,,,1,2,1,3
18,19,40,豐原區,0,1,17,2,1,2,1,2
18,19,50,大甲區,0,0,,,1,1,1,3
18,20,4,中區,0,1,13,2,1,2,1,2
18,20,14,西屯區,0,1,17,3,1,2,1,2
18,20,28,西屯區,0,1,16,3,2,2,1,2
18,20,31,西屯區,0,1,12,3,1,2,1,2
18,20,40,大雅區,0,0,,,1,2,1,3
18,20,44,東區,0,0,12,,1,2,1,3
18,20,46,大里區,0,2,16,2,3,2,1,2
18,20,49,東區,0,0,13,,1,2,1,3
18,20,50,新社區,0,0,,,1,2,1,3
18,20,52,太平區,0,0,,,6,11,1,3
18,20,55,太平區,0,0,,,1,2,1,3
18,20,59,北區,0,0,,,1,1,1,3
18,21,0,北屯區,0,0,,,1,2,1,3
18,21,9,北屯區,0,1,16,3,1,2,1,2
18,21,20,北屯區,0,0,,,1,1,1,3
18,21,35,大里區,0,2,17,2,1,2,1,2
18,21,39,南區,0,0,,,1,2,1,3
18,21,49,南屯區,0,0,,,1,2,1,3
18,21,52,石岡區,0,0,14,3,1,2,1,3
18,21,54,南屯區,0,0,,,1,1,1,3
18,22,0,南屯區,0,1,16,3,1,2,1,2
18,22,10,大甲區,0,0,,,1,2,1,3
18,22,12,豐原區,0,1,16,3,1,2,1,2
18,22,25,大里區,0,0,,,1,2,1,3
18,22,52,北屯區,0,1,15,2,1,2,1,2
18,23,15,北屯區,0,0,,,1,11,1,3
18,23,20,大肚區,0,1,16,2,1,2,1,2
18,23,22,龍井區,0,1,18,2,8,2,1,2
18,23,38,新社區,0,0,,,1,2,1,3
18,23,50,西屯區,0,0,,,1,1,1,3
19,0,17,大里區,0,0,,,1,2,1,3
19,0,40,北區,0,1,15,2,1,2,1,2
19,1,5,龍井區,0,0,,,1,2,1,3
19,2,43,龍井區,0,0,,,1,2,1,3
19,3,24,北屯區,0,0,,,1,2,1,3
19,6,9,梧棲區,0,0,,,1,2,1,3
19,6,21,北屯區,0,2,16,2,8,2,1,2
19,6,35,霧峰區,0,1,16,3,1,2,1,2
19,7,0,北區,0,0,17,3,1,2,1,3
19,7,7,沙鹿區,0,1,17,3,1,2,1,2
19,7,39,烏日區,0,1,17,2,3,2,1,2
19,7,50,西屯區,0,0,,,1,2,1,3
19,8,0,清水區,0,0,,,7,2,1,3
19,8,4,南屯區,0,0,,,1,2,1,3
19,8,13,西區,0,0,,,1,2,1,3
19,8,15,霧峰區,0,0,,,1,2,1,4
19,8,31,烏日區,0,2,16,2,1,2,1,2
19,8,47,大雅區,0,0,,,1,2,1,3
19,8,55,大甲區,0,1,17,2,1,2,1,2
19,9,0,大雅區,0,1,16,3,1,2,1,2
19,9,0,北區,0,0,,,2,2,1,3
19,9,8,潭子區,0,0,12,,1,1,1,3
19,9,11,沙鹿區,0,0,,,1,2,1,3
19,9,13,大里區,0,1,16,2,4,2,1,2
19,9,20,大雅區,0,1,15,3,1,2,1,2
19,9,20,大甲區,0,0,,,1,2,1,3
19,9,27,豐原區,0,0,,,1,2,1,3
19,9,28,北屯區,0,0,,,1,2,1,3
19,9,43,沙鹿區,0,2,16,3,1,2,1,2
19,9,44,梧棲區,0,2,15,2,1,2,1,2
19,9,45,大里區,0,2,13,2,1,2,1,2
19,9,47,東區,0,2,13,2,1,2,1,2
19,9,48,北區,0,0,,,1,2,1,3
19,9,50,北屯區,0,0,,,1,10,1,3
19,9,54,北屯區,0,1,18,2,1,2,1,2
19,10,4,中區,0,2,16,2,1,2,1,2
19,10,24,沙鹿區,0,1,13,3,3,2,1,2
19,10,28,石岡區,0,1,12,3,1,2,1,2
19,10,30,西屯區,0,1,18,2,1,2,1,2
19,10,36,清水區,0,3,16,3,1,2,1,2
19,10,40,新社區,0,0,18,3,1,2,1,3
19,10,42,西區,0,0,,,1,2,1,3
19,10,49,清水區,0,2,15,2,3,2,1,2
19,10,50,北區,0,0,,,1,2,1,3
19,10,55,外埔區,0,1,13,3,1,2,1,2
19,10,59,北屯區,0,1,12,3,1,2,1,2
19,11,0,南屯區,0,0,,,1,1,1,3
19,11,8,豐原區,0,0,,,1,2,1,3
19,11,18,西區,0,1,3,3,1,2,1,2
19,11,18,神岡區,0,2,17,2,1,2,1,2
19,11,25,豐原區,0,2,16,2,1,2,1,2
19,11,40,大甲區,0,2,16,2,1,2,1,2
19,11,46,西區,0,2,16,3,1,2,1,2
19,11,49,大雅區,0,1,16,2,4,3,1,2
19,11,51,新社區,0,0,13,3,1,2,1,3
19,12,0,外埔區,0,0,29,,,,1,3
19,12,1,西屯區,0,0,,,1,1,1,3
19,12,10,梧棲區,0,1,16,2,2,2,1,2
19,12,12,南屯區,0,0,,,1,1,1,3
19,12,15,豐原區,0,2,27,2,1,2,1,2
19,12,20,霧峰區,0,0,,,1,2,1,3
19,12,23,后里區,0,0,,,1,2,1,3
19,12,26,西區,0,0,,,1,1,1,3
19,12,26,北屯區,0,1,15,3,1,2,1,2
19,12,26,太平區,0,0,,,1,2,1,3
19,12,27,梧棲區,0,3,16,2,1,2,1,2
19,12,32,北屯區,0,0,,,1,1,1,3
19,12,40,大里區,0,0,,,1,2,1,3
19,12,40,霧峰區,0,0,,,1,2,1,3
19,12,41,西區,0,1,12,2,1,2,1,2
19,12,50,北屯區,0,3,13,3,1,2,1,2
19,12,53,潭子區,0,1,12,3,1,2,1,2
19,12,55,潭子區,0,2,16,2,1,2,1,2
19,12,59,南屯區,0,0,,,1,2,1,3
19,13,0,南區,0,0,,,,,1,3
19,13,10,清水區,0,0,,,1,2,1,3
19,13,23,南區,0,1,14,3,1,2,1,2
19,13,23,北屯區,0,0,,,1,1,1,3
19,13,27,北屯區,0,0,,,1,1,1,3
19,13,29,豐原區,0,0,,,1,2,1,3
19,13,34,霧峰區,0,0,17,,1,2,1,3
19,13,43,外埔區,0,0,15,3,1,2,1,3
19,13,47,梧棲區,0,0,,,1,2,1,3
19,13,53,南屯區,0,0,,,1,1,1,3
19,14,10,梧棲區,0,0,,,1,2,1,3
19,14,15,北屯區,0,0,,,1,2,1,3
19,14,17,南屯區,0,2,3,2,1,2,1,2
19,14,19,南區,0,1,18,2,1,2,1,2
19,14,23,北屯區,0,0,,,1,2,1,3
19,14,25,潭子區,0,0,17,3,1,2,1,3
19,14,35,南屯區,0,0,,,1,1,1,3
19,14,35,北屯區,0,3,16,2,3,2,1,2
19,14,38,南區,0,1,15,2,1,2,1,2
19,14,43,烏日區,0,0,,,1,2,1,3
19,14,45,西屯區,0,1,13,2,1,2,1,2
19,14,46,北屯區,0,2,13,2,4,2,1,2
19,14,48,東區,0,1,12,2,1,2,1,2
19,14,48,豐原區,0,1,18,2,1,2,1,2
19,14,49,西區,0,0,,,1,1,1,3
19,15,2,北區,0,0,,,1,2,1,3
19,15,8,西屯區,0,1,17,3,1,1,1,2
19,15,9,龍井區,0,1,16,2,1,1,1,2
19,15,10,大肚區,0,0,,,1,2,1,3
19,15,15,西屯區,0,0,,,1,10,1,3
19,15,23,南屯區,0,2,13,2,1,2,1,2
19,15,25,南屯區,0,0,,,1,2,1,3
19,15,25,大甲區,0,1,16,2,3,2,1,2
19,15,27,北區,0,0,,,1,2,1,3
19,15,30,中區,0,0,,,1,1,1,3
19,15,33,西區,0,2,12,3,1,2,1,2
19,15,34,豐原區,0,1,13,3,1,2,1,2
19,15,39,烏日區,0,1,12,3,1,2,1,2
19,15,40,烏日區,0,2,12,3,6,2,1,2
19,15,40,大甲區,0,0,14,3,1,2,1,3
19,15,40,神岡區,0,0,,,1,1,1,4
19,15,41,北屯區,0,1,12,2,1,2,1,2
19,15,44,南區,0,0,,,1,2,1,3
19,15,52,南屯區,0,1,17,3,1,2,1,2
19,15,54,南區,0,0,,,1,2,1,3
19,15,56,太平區,0,1,9,3,1,2,1,2
19,15,57,霧峰區,0,0,,,1,2,1,3
19,16,3,西屯區,0,1,17,2,1,2,1,2
19,16,9,西區,0,0,,,1,1,1,3
19,16,14,北屯區,0,0,,,1,1,1,3
19,16,15,大里區,0,0,14,,1,2,1,3
19,16,15,清水區,0,2,15,3,1,2,1,2
19,16,15,大甲區,0,1,16,3,1,2,1,2
19,16,19,烏日區,0,0,,,1,2,1,3
19,16,20,大雅區,0,0,,,1,2,1,3
19,16,24,北屯區,0,0,,,1,1,1,3
19,16,30,大甲區,0,1,16,3,1,2,1,2
19,16,31,北屯區,0,1,16,3,1,2,1,2
19,16,32,北區,0,1,17,2,1,2,1,2
19,16,34,北區,0,0,,,1,2,1,3
19,16,40,潭子區,0,1,17,2,1,2,1,2
19,16,40,南屯區,0,0,,,4,1,1,3
19,16,43,清水區,0,1,17,3,1,2,1,2
19,16,45,西區,0,2,16,2,1,2,1,2
19,16,48,大雅區,0,1,16,3,1,2,1,2
19,16,52,烏日區,0,0,,,1,2,1,3
19,16,55,沙鹿區,0,1,12,3,1,2,1,2
19,16,59,東區,0,0,13,,1,2,1,3
19,17,4,南屯區,0,2,2,2,1,2,1,2
19,17,5,龍井區,0,0,,,1,2,1,3
19,17,8,烏日區,0,1,16,3,1,2,1,2
19,17,9,梧棲區,0,1,13,2,8,8,1,2
19,17,11,北屯區,0,0,,,1,2,1,3
19,17,12,北屯區,0,0,,,1,2,1,3
19,17,12,太平區,0,1,13,3,1,2,1,2
19,17,19,西屯區,0,1,12,3,1,2,1,2
19,17,23,龍井區,0,0,,,1,2,1,3
19,17,25,豐原區,0,1,18,2,8,2,1,2
19,17,27,烏日區,0,0,,,1,2,1,3
19,17,30,南區,0,2,3,2,1,2,1,2
19,17,30,清水區,0,0,15,3,1,2,1,3
19,17,33,后里區,0,0,,,1,1,1,3
19,17,34,大里區,0,1,16,3,1,2,1,2
19,17,37,霧峰區,0,0,,,1,2,1,3
19,17,38,龍井區,0,0,,,1,2,1,3
19,17,50,北區,0,0,,,1,2,1,3
19,17,57,西屯區,0,0,,,1,1,1,3
19,17,58,東勢區,0,0,,,1,2,1,3
19,17,59,霧峰區,0,0,,,1,2,1,3
19,18,2,北區,0,0,,,1,2,1,3
19,18,11,霧峰區,0,1,11,2,3,7,1,2
19,18,17,北屯區,0,0,,,1,1,1,3
19,18,18,后里區,0,0,13,3,1,6,1,3
19,18,20,潭子區,0,1,17,3,1,2,1,2
19,18,22,潭子區,0,1,16,3,1,2,1,2
19,18,26,南區,0,0,,,1,2,1,3
19,18,30,太平區,0,1,17,3,1,2,1,2
19,18,42,梧棲區,0,1,16,3,3,2,1,2
19,18,47,烏日區,0,1,16,3,1,2,1,2
19,18,48,南屯區,0,0,,,1,2,1,3
19,18,58,烏日區,0,0,,,3,2,1,3
19,19,0,大里區,0,0,,,1,2,1,3
19,19,2,太平區,0,1,3,2,8,10,1,2
19,19,5,西屯區,0,2,16,2,1,2,1,2
19,19,7,南屯區,0,0,,,1,11,2,3
19,19,21,沙鹿區,0,0,,,1,2,1,3
19,19,22,龍井區,0,1,17,2,1,2,1,2
19,19,24,后里區,0,0,13,,1,1,1,3
19,19,30,西屯區,0,1,16,3,1,2,1,2
19,19,35,中區,0,1,16,2,1,2,1,2
19,19,37,烏日區,0,2,11,2,1,2,1,2
19,20,0,北屯區,0,1,13,2,1,2,1,2
19,20,2,南屯區,0,0,,,1,1,1,3
19,20,13,西屯區,0,0,,,1,2,1,3
19,20,17,烏日區,0,1,12,2,1,2,1,2
19,20,21,西屯區,0,2,16,2,1,2,1,2
19,20,36,大里區,0,0,,,1,2,1,3
19,20,48,北區,0,0,,,1,2,1,3
19,21,3,西區,0,1,16,3,1,2,1,2
19,21,14,大里區,0,0,,,1,2,1,3
19,21,33,南區,0,0,,,1,2,1,3
19,21,34,西屯區,0,2,17,2,1,2,1,2
19,21,45,潭子區,0,2,17,2,1,2,1,2
19,21,46,烏日區,0,0,,,1,2,1,3
19,21,46,龍井區,0,0,,,1,2,1,3
19,21,49,西屯區,0,1,17,3,1,2,1,2
19,21,50,北屯區,0,0,,,1,1,1,3
19,21,52,南區,0,2,17,3,1,2,1,2
19,22,3,西屯區,0,0,,,,,1,3
19,22,31,西區,0,1,17,3,1,2,1,2
19,22,32,北區,0,1,16,3,1,2,1,2
19,23,13,霧峰區,0,0,,,3,2,1,3
20,0,12,大肚區,0,2,16,2,1,3,1,2
20,0,46,北屯區,0,0,,,1,1,1,3
20,1,3,北屯區,0,1,15,3,1,2,1,2
20,4,29,南屯區,0,0,,,1,2,1,3
20,5,45,大甲區,0,1,16,3,1,2,1,2
20,5,54,北區,0,0,,,1,1,1,3
20,6,15,霧峰區,0,0,,,1,2,1,3
20,6,18,大里區,0,0,,,1,2,1,3
20,6,21,大里區,0,1,16,3,1,2,1,2
20,6,40,豐原區,0,2,17,2,1,2,1,2
20,6,53,大甲區,0,1,15,3,1,2,1,2
20,7,10,大雅區,0,0,,,1,2,1,3
20,7,12,西屯區,0,0,,,1,2,1,3
20,7,13,大甲區,0,0,,,1,2,1,3
20,7,14,西屯區,0,0,,,1,1,1,3
20,7,15,大里區,0,2,12,3,1,2,1,2
20,7,20,大里區,0,0,,,1,2,1,3
20,7,21,烏日區,0,1,12,3,1,2,1,2
20,7,24,新社區,0,1,16,3,1,2,1,2
20,7,25,烏日區,0,1,12,3,1,2,1,2
20,7,25,沙鹿區,0,3,15,2,1,2,1,2
20,7,28,龍井區,0,2,16,3,1,2,1,2
20,7,31,大肚區,0,3,16,2,1,2,1,2
20,7,31,大甲區,0,1,15,2,1,2,1,2
20,7,32,潭子區,0,0,,,1,2,1,3
20,7,34,南屯區,0,0,,,1,1,1,3
20,7,36,豐原區,0,0,,,1,2,1,3
20,7,38,大里區,0,0,,,1,2,1,3
20,7,43,潭子區,0,0,12,,1,2,1,3
20,7,43,北屯區,0,1,12,3,1,2,1,2
20,7,43,西屯區,0,2,13,2,1,2,1,2
20,7,43,龍井區,0,0,,,1,2,1,3
20,7,45,西屯區,0,0,,,1,1,1,3
20,7,45,大里區,0,1,16,3,1,2,1,2
20,7,46,西屯區,0,0,,,1,2,1,3
20,7,52,大甲區,0,2,16,2,8,2,1,2
20,7,55,烏日區,0,2,16,2,1,2,1,2
20,7,57,西區,0,0,,,1,1,1,3
20,7,57,后里區,0,1,3,3,1,2,1,2
20,7,58,豐原區,0,2,16,2,1,9,2,2
20,8,0,烏日區,0,1,16,2,1,2,1,2
20,8,3,潭子區,0,1,13,2,1,2,1,2
20,8,5,太平區,0,0,,,1,2,1,3
20,8,5,烏日區,0,1,16,3,1,2,1,2
20,8,6,北屯區,0,1,12,3,1,2,1,2
20,8,7,豐原區,0,0,,,1,2,1,3
20,8,14,大雅區,0,0,,,1,2,1,3
20,8,16,西區,0,1,15,3,1,2,1,2
20,8,17,北屯區,0,0,,,1,1,1,3
20,8,18,南屯區,0,0,,,1,1,1,3
20,8,23,大肚區,0,0,,,1,2,1,3
20,8,27,西區,0,1,12,2,1,2,1,2
20,8,28,神岡區,0,1,17,2,1,2,1,2
20,8,30,大里區,0,1,16,3,1,2,1,2
20,8,30,龍井區,0,1,16,3,1,2,1,2
20,8,31,西屯區,0,0,,,1,1,1,3
20,8,37,梧棲區,0,0,,,1,2,1,3
20,8,40,外埔區,0,0,,,1,2,1,3
20,8,45,北區,0,0,,,1,1,1,3
20,8,50,西屯區,0,2,16,2,1,2,1,2
20,8,54,東區,0,0,,,1,2,1,3
20,8,54,烏日區,0,0,,,1,2,1,3
20,9,6,北區,0,1,13,2,6,2,1,2
20,9,9,北屯區,0,1,16,3,1,2,1,2
20,9,10,西區,0,0,,,1,2,1,4
20,9,16,大雅區,0,2,10,2,1,2,1,2
20,9,20,大雅區,0,1,17,2,1,2,1,2
20,9,25,北屯區,0,2,13,2,1,2,1,2
20,9,29,大肚區,0,1,16,3,1,2,1,2
20,9,31,西屯區,0,0,,,1,2,1,3
20,9,32,北屯區,0,0,,,1,1,1,3
20,9,40,太平區,0,0,,,1,2,1,3
20,9,40,梧棲區,0,1,16,3,1,2,1,2
20,9,42,清水區,0,1,16,3,1,2,1,2
20,9,44,北屯區,0,1,17,3,1,2,1,2
20,9,46,神岡區,0,0,,,1,2,1,3
20,9,52,南區,0,1,17,3,1,2,1,2
20,9,56,霧峰區,0,1,16,2,1,2,1,2
20,10,0,大里區,0,0,,,1,2,1,3
20,10,5,大里區,0,1,17,2,1,2,1,2
20,10,6,沙鹿區,0,1,17,2,1,2,1,2
20,10,14,大肚區,0,0,,,1,2,1,3
20,10,15,大甲區,0,0,,,1,2,1,3
20,10,17,大甲區,0,1,16,2,3,2,1,2
20,10,27,南屯區,0,0,,,1,1,1,3
20,10,36,大雅區,0,1,17,3,1,2,1,2
20,10,38,西區,0,2,12,3,1,2,1,2
20,10,41,北屯區,0,0,,,1,2,1,3
20,10,44,后里區,0,1,17,2,1,2,1,2
20,10,47,北區,0,2,16,2,1,2,1,2
20,11,0,豐原區,0,0,,,1,2,1,3
20,11,5,西屯區,0,1,16,3,1,2,1,2
20,11,8,豐原區,0,0,,,1,2,1,3
20,11,10,西屯區,0,0,,,1,1,1,3
20,11,12,西屯區,0,1,12,3,1,2,1,2
20,11,15,大里區,0,0,,,1,2,1,3
20,11,16,西屯區,0,0,,,1,1,1,3
20,11,19,大雅區,0,0,,,1,2,1,3
20,11,27,北區,0,0,,,1,2,1,3
20,11,30,北區,0,0,,,1,1,1,3
20,11,30,西屯區,0,0,,,1,2,1,3
20,11,30,西屯區,0,1,12,3,1,11,1,2
20,11,35,西屯區,0,0,,,1,1,1,3
20,11,45,外埔區,0,2,15,2,1,2,1,2
20,11,46,西屯區,0,0,,,1,1,1,3
20,11,46,后里區,0,1,13,2,1,2,1,2
20,11,55,沙鹿區,0,1,17,3,1,2,1,2
20,12,15,大雅區,0,0,,,1,2,1,3
20,12,18,北屯區,0,3,16,2,1,2,1,2
20,12,23,豐原區,0,0,,,1,2,1,3
20,12,24,大甲區,0,0,,,1,2,1,3
20,12,30,烏日區,0,0,,,1,2,1,3
20,12,35,大雅區,0,0,,,1,2,1,3
20,12,43,龍井區,0,1,16,3,1,2,1,2
20,12,48,北屯區,0,1,17,2,1,2,1,2
20,12,50,西屯區,0,0,,,,,1,3
20,12,50,沙鹿區,0,1,13,3,1,2,1,2
20,13,8,西屯區,0,0,,,1,2,1,3
20,13,20,西屯區,0,0,,,1,2,1,3
20,13,20,西屯區,0,0,,,1,2,1,3
20,13,30,北屯區,0,0,,,1,2,1,3
20,13,34,北屯區,0,0,,,1,2,1,3
20,13,35,清水區,0,1,11,2,4,2,1,2
20,13,40,西屯區,0,1,16,2,1,2,1,2
20,13,50,東勢區,0,1,26,2,1,2,1,2
20,14,0,沙鹿區,0,1,17,3,1,2,1,2
20,14,5,太平區,0,1,17,3,1,2,1,2
20,14,10,豐原區,0,1,11,3,1,2,1,2
20,14,34,南屯區,0,0,,,1,2,1,3
20,14,40,龍井區,0,0,,,1,2,1,3
20,14,54,北區,0,2,16,2,3,2,1,2
20,14,58,龍井區,0,0,,,1,2,1,3
